sampling_event_identifier,nSp,totSoiSeen
S21275709,9,9
S21587256,9,9
S21626370,6,6
S21513021,12,12
S21793134,6,6
S21502093,11,11
S21683642,6,6
S21597467,10,10
S21683648,6,6
S21610821,6,6
S21548866,10,10
S21626357,6,6
S21576224,10,10
S21793161,6,6
S21548740,11,11
S21218363,9,9
S21275479,7,7
S21416577,13,13
S21416459,14,14
S21480527,10,10
S21275154,11,11
S21586403,1,1
S51427417,4,4
S30006013,4,4
S51455866,2,2
S21412059,4,4
S21276434,10,10
S21204117,7,7
S21219237,11,11
S21160630,10,10
S21261739,9,9
S21492653,9,9
S21529391,8,8
S21261847,5,5
S21293091,5,5
S21234434,10,10
S21261913,11,11
S21576341,9,9
S21253173,12,12
S21563983,9,9
S21492890,4,4
S21576412,2,2
S21112972,12,12
S21138454,9,9
S30006016,4,4
S21412117,4,4
S21290521,10,10
S21576469,9,9
S21204263,8,8
S21493183,5,5
S21601484,8,8
S21253036,8,8
S21442916,5,5
S21219121,8,8
S21234312,9,9
S21253257,9,9
S21181067,7,7
S51427156,3,3
S51428214,3,3
S51420736,2,2
S51427994,3,3
S21315156,6,6
S21442781,1,1
S51426448,4,4
S21492752,1,1
S21587361,10,10
S22090317,1,1
S21375340,6,6
S21427275,8,8
S22021610,31,31
S22020265,31,31
S22035958,31,31
S22016978,31,31
S22053871,31,31
S21623538,8,8
S21623036,9,9
S22017002,14,14
S22020268,20,20
S22053865,14,14
S22035956,14,14
S22021608,20,20
S21885244,4,4
S21985154,5,5
S21829531,6,6
S21884175,6,6
S21883173,1,1
S22037217,8,8
S22944708,8,8
S22050830,8,8
S21625840,2,2
S21884519,4,4
S21882757,3,3
S21884827,5,5
S21624116,5,5
S21624923,1,1
S21624437,3,3
S21883885,4,4
S22466975,4,4
S21829429,5,5
S21882574,5,5
S21624589,3,3
S21623259,1,1
S22037161,7,7
S22050851,7,7
S21766909,18,18
S22037270,22,22
S23540158,42,42
S22944733,7,7
S22138800,10,10
S22016733,37,37
S21968246,38,38
S23479456,24,24
S33645970,24,24
S22016728,37,37
S38364679,25,25
S23542828,25,25
S32723563,14,14
S24778247,34,34
S23648477,24,24
S23539587,35,35
S22035970,37,37
S22016886,37,37
S22053879,37,37
S23492543,24,24
S21886286,12,12
S22467408,28,28
S23545169,29,29
S22016747,9,9
S22016885,12,12
S22035964,12,12
S22053920,12,12
S22035959,9,9
S22053743,9,9
S22016749,9,9
S22171024,13,13
S22016686,12,12
S22016722,12,12
S22016887,9,9
S23541196,28,28
S22037203,16,16
S28999703,2,2
S22037172,18,18
S22944724,7,7
S22944729,18,18
S22050846,18,18
S32724779,13,13
S22050842,7,7
S22037182,7,7
S22138926,12,12
S22139053,8,8
S23492542,7,7
S23648706,7,7
S38364677,8,8
S23488836,7,7
S33645969,7,7
S23542827,8,8
S22050839,12,12
S22944718,12,12
S22037205,12,12
S22050855,18,18
S22944738,18,18
S22037146,18,18
S22138880,15,15
S21893086,6,6
S21937034,6,6
S22138737,6,6
S27372473,5,5
S23970898,5,5
S21935619,7,7
S21883533,1,1
S21883349,1,1
S21893623,3,3
S21740316,5,5
S21893311,1,1
S22039047,11,11
S31493987,45,45
S21981727,15,15
S21983306,25,25
S21916716,18,18
S22037302,18,18
S21982992,20,20
S21982017,15,15
S21970160,10,10
S31494033,11,11
S21970254,5,5
S21981591,4,4
S21966843,10,10
S34753071,2,2
S21983144,1,1
S21814648,22,22
S21847527,15,15
S21847691,7,7
S21847809,11,11
S21847585,12,12
S21846136,15,15
S21799279,4,4
S21954757,5,5
S21846571,9,9
S21865633,7,7
S21955053,9,9
S21954610,12,12
S22077311,23,23
S21853115,25,25
S21891857,4,4
S21851265,20,20
S21889764,22,22
S21893190,17,17
S21857689,2,2
S21881158,8,8
S21882128,18,18
S21881047,6,6
S21865972,7,7
S21890111,17,17
S21852135,24,24
S21889591,18,18
S22038620,10,10
S21954909,8,8
S21954953,9,9
S22164759,14,14
S21846634,14,14
S21892945,15,15
S21892738,10,10
S21847778,3,3
S21851877,14,14
S21846371,12,12
S21847488,12,12
S22181590,4,4
S21857510,5,5
S21861520,10,10
S21891553,9,9
S21861019,12,12
S21796140,15,15
S21861378,7,7
S21891782,12,12
S21857098,4,4
S21897035,3,3
S21851980,17,17
S21853102,17,17
S21892179,11,11
S21796333,16,16
S21930249,3,3
S21850379,1,1
S21885540,1,1
S21889403,20,20
S21857292,4,4
S21857179,3,3
S21970695,6,6
S22038639,4,4
S21970893,8,8
S22038534,7,7
S21857002,3,3
S21799134,4,4
S21846261,11,11
S21970822,8,8
S21846312,13,13
S21865181,7,7
S21850455,6,6
S22038485,6,6
S22038333,7,7
S22181641,3,3
S21860506,8,8
S21866407,5,5
S21897107,2,2
S21892065,5,5
S21849963,6,6
S21890691,6,6
S21930259,2,2
S21970782,6,6
S21864939,5,5
S21885390,3,3
S21857591,3,3
S21856881,2,2
S21902746,6,6
S21850295,3,3
S21850239,3,3
S21846598,12,12
S22038571,4,4
S21798952,4,4
S21847763,6,6
S21891547,5,5
S21885347,1,1
S22091294,3,3
S21885559,2,2
S21860145,3,3
S21866203,1,1
S23542833,33,33
S21966618,31,31
S21768716,37,37
S23492548,32,32
S21984231,11,11
S22122093,52,52
S21767301,39,39
S22054308,10,10
S21694429,34,34
S22051582,10,10
S21740621,40,40
S38364692,33,33
S21770090,37,37
S31494098,12,12
S23648538,32,32
S21985202,15,15
S21886315,32,32
S22054309,10,10
S21741156,40,40
S33645981,32,32
S22106383,12,12
S26856036,10,10
S23479410,32,32
S21768721,40,40
S21755341,35,35
S21767308,37,37
S21770082,40,40
S21792216,34,34
S21886360,14,14
S21740636,16,16
S21767300,16,16
S21890001,30,30
S21886020,30,30
S21768717,11,11
S21759828,11,11
S21986072,22,22
S21985236,6,6
S21768723,16,16
S21758404,21,21
S21850646,12,12
S21885891,16,16
S21770081,16,16
S21770086,11,11
S21758023,9,9
S21850831,19,19
S21969499,8,8
S21768725,21,21
S21885890,13,13
S21985692,10,10
S21885797,16,16
S21767304,21,21
S21767306,11,11
S21792209,15,15
S21770078,21,21
S21890008,16,16
S21779466,16,16
S21932557,13,13
S21885929,8,8
S22078567,20,20
S21624180,8,8
S22063793,23,23
S21885826,16,16
S26856037,14,14
S21706070,20,20
S22063943,23,23
S21816401,14,14
S21890003,12,12
S21641735,6,6
S21886083,20,20
S21985037,7,7
S21885934,12,12
S22017561,9,9
S22080025,20,20
S21931254,18,18
S21796909,12,12
S21985728,15,15
S21889703,11,11
S77579622,32,32
S21823180,8,8
S21932726,8,8
S21889994,11,11
S21889760,11,11
S22089245,10,10
S22078462,19,19
S21930825,11,11
S22017451,12,12
S21985002,11,11
S21850922,5,5
S22102183,13,13
S24678190,5,5
S21789789,14,14
S21721539,5,5
S21934175,6,6
S22063803,12,12
S21816453,15,15
S22051687,9,9
S21985121,11,11
S26856217,12,12
S22080030,19,19
S21744417,11,11
S22089378,10,10
S22037183,9,9
S22076367,10,10
S21849803,17,17
S21953313,22,22
S21695519,14,14
S22106167,10,10
S22101821,10,10
S26211187,14,14
S42175977,14,14
S21953379,10,10
S21886417,21,21
S21855233,15,15
S21789263,12,12
S22101888,8,8
S21951261,16,16
S21984344,20,20
S21822024,21,21
S22101823,6,6
S38364689,2,2
S24534665,2,2
S21744839,6,6
S24115695,2,2
S21744479,6,6
S24116612,2,2
S22101820,11,11
S21744122,4,4
S21999218,9,9
S26856031,10,10
S26856028,8,8
S21972151,15,15
S21972145,15,15
S21668676,12,12
S21661030,8,8
S22089402,11,11
S21886447,13,13
S21931667,10,10
S21986254,12,12
S21754904,9,9
S21953910,13,13
S21768718,12,12
S21850485,11,11
S21886498,12,12
S24704595,8,8
S22075592,15,15
S21766611,14,14
S21721555,12,12
S21814662,9,9
S21797887,7,7
S21953916,14,14
S21985022,8,8
S21814664,12,12
S21932270,8,8
S21982432,8,8
S21814719,9,9
S21937752,7,7
S21930355,8,8
S21740390,9,9
S26856034,8,8
S26856038,11,11
S21932231,11,11
S21984209,4,4
S22063850,9,9
S21794263,9,9
S26856033,8,8
S21982043,7,7
S21932903,8,8
S21753378,9,9
S24704587,9,9
S21795063,14,14
S21777294,14,14
S21886278,12,12
S21934133,9,9
S21755384,9,9
S22051781,7,7
S21780286,12,12
S21931439,7,7
S21770085,12,12
S21969503,6,6
S21692517,13,13
S22063619,11,11
S21984178,9,9
S21791343,10,10
S22098903,9,9
S22115858,12,12
S21794674,12,12
S21985669,12,12
S21886274,9,9
S21795170,12,12
S22076000,15,15
S21796103,8,8
S21625853,7,7
S26856215,11,11
S21933362,11,11
S21933119,10,10
S21707075,8,8
S21767299,12,12
S21985425,9,9
S22038936,5,5
S26856094,10,10
S22101885,11,11
S21849990,14,14
S22063872,4,4
S26856027,9,9
S22050968,10,10
S21931338,8,8
S26856214,11,11
S22064255,12,12
S21626472,10,10
S21758142,5,5
S21770083,5,5
S21759716,5,5
S21768719,5,5
S21767305,5,5
S21932493,9,9
S21953949,12,12
S26856030,12,12
S26856216,8,8
S21932371,15,15
S21931619,10,10
S21798057,3,3
S21953938,14,14
S26856032,4,4
S22063964,4,4
S22063900,4,4
S22101822,6,6
S22017018,7,7
S21845489,8,8
S21931293,8,8
S21953925,11,11
S26856219,8,8
S21754463,7,7
S21822510,10,10
S21625429,6,6
S21643841,5,5
S21682231,11,11
S21669208,8,8
S26856029,7,7
S22179007,5,5
S26856218,8,8
S21886222,1,1
S21889997,1,1
S21999411,6,6
S22036463,3,3
S26856035,1,1
S25148778,21,21
S22118852,9,9
S21721464,14,14
S22118837,3,3
S22075461,9,9
S21778310,11,11
S22075542,4,4
S22075500,10,10
S33645998,27,27
S23648612,30,29
S23542854,29,29
S38364750,29,29
S22155416,40,40
S23479115,27,27
S22139691,33,33
S23492565,27,27
S38364780,14,14
S23542871,14,14
S21882381,20,20
S23648627,13,13
S23492570,12,12
S23478628,13,13
S38364758,14,13
S22139555,11,11
S23542870,6,6
S38364783,6,6
S33646004,13,13
S23545692,26,26
S23542861,13,13
S21952491,7,7
S23542867,8,8
S21791356,4,4
S38364769,8,8
S23648648,9,9
S33646010,7,7
S23492574,7,7
S23478438,7,7
S33645997,15,15
S33259271,17,17
S33260816,15,15
S38364746,15,15
S23492564,15,15
S23479094,15,15
S33245917,26,26
S23542853,15,15
S21740052,24,24
S23648605,15,15
S21929984,4,4
S21953463,3,3
S23648635,12,12
S22051457,13,13
S51455853,1,1
S38364766,12,12
S33646007,12,12
S23542864,12,12
S21740412,10,10
S22039350,18,18
S23478652,12,12
S51455664,1,1
S22251159,9,9
S51455481,5,5
S22039432,9,9
S23492572,11,11
S21669316,11,11
S21646627,8,8
S21646507,12,12
S22101330,18,18
S22251160,18,18
S21767743,11,11
S23492559,17,17
S21623570,14,14
S23479153,17,17
S22076765,11,11
S38364725,19,19
S23648587,17,17
S23542846,19,19
S33645992,17,17
S22251156,13,13
S22039549,14,14
S22251158,14,14
S22065185,12,12
S22040522,13,13
S21626788,8,8
S23478548,9,9
S21694405,11,11
S38364772,11,10
S21682326,8,8
S21694911,10,10
S22088999,14,14
S33646012,9,9
S21669285,13,13
S22039917,8,8
S22065720,14,14
S23492577,9,9
S21657011,11,11
S21755026,11,11
S23542868,10,10
S23648650,9,9
S21669520,9,9
S21646829,18,18
S26838289,7,7
S21815791,8,8
S33645996,5,5
S23648599,5,5
S23542852,5,5
S38364742,5,5
S23492563,5,5
S23478778,5,5
S21952525,5,5
S51455387,4,4
S21791325,7,7
S22076792,14,14
S33646006,6,6
S38364761,6,6
S23542863,6,6
S51456224,1,1
S23478668,6,6
S22076794,5,5
S21778801,12,12
S21644175,6,6
S22090925,11,11
S22076780,4,4
S21722500,16,16
S23648632,5,5
S22076832,2,2
S23492571,5,5
S21929965,1,1
S21707876,7,7
S21754010,11,11
S21778819,6,6
S21722553,10,10
S51455443,1,1
S51454941,5,5
S51455336,3,3
S21669297,2,2
S51455201,2,2
S51455216,3,3
S51454952,3,3
S51455256,2,2
S23825438,10,10
S22118951,11,11
S21932218,7,7
S43722454,34,34
S23542757,18,18
S38364626,18,18
S23478284,17,17
S23648416,17,17
S23492575,17,17
S33645949,17,17
S22479487,3,3
S22479363,3,3
S33645958,22,22
S23648463,22,22
S38364643,22,22
S23542815,22,22
S23477926,22,22
S23492534,22,22
S22140610,8,8
S23477830,19,19
S23648473,18,18
S23542817,19,19
S23492535,19,19
S33645963,19,19
S38364646,19,19
S22140542,5,5
S22479013,7,7
S22485665,2,2
S22478368,2,2
S22165003,57,57
S22361493,35,35
S22375121,9,9
S22375114,9,9
S22422179,27,27
S22422566,27,27
S22526035,27,27
S22595771,16,16
S22375143,9,9
S22461075,15,15
S22588204,16,16
S22461101,21,21
S22374553,17,17
S22375150,17,17
S22374757,9,9
S22375129,15,15
S22375064,15,15
S22423454,25,25
S22391129,25,25
S22170937,37,37
S22422665,10,10
S23542773,21,21
S22423175,10,10
S33645951,21,21
S23492530,21,21
S23648437,21,21
S22460952,18,18
S22526030,10,10
S23478231,21,21
S38364634,21,21
S22391186,17,17
S22606785,7,7
S22423468,17,17
S23478369,10,10
S33645945,10,10
S23492576,10,10
S23542755,11,11
S38364625,12,12
S23648346,10,10
S22396661,2,2
S22375137,8,8
S22361328,5,5
S22374783,8,8
S22375185,5,5
S22374408,12,12
S22170905,16,16
S22375154,12,12
S22375214,11,11
S22375220,11,11
S22361487,7,7
S22375161,7,7
S22391197,6,6
S22423463,6,6
S22375148,7,7
S22374684,7,7
S22361227,6,6
S22375189,6,6
S22375151,7,7
S22361548,8,8
S22375158,8,8
S22374454,7,7
S22620599,12,12
S22423178,5,5
S22422927,5,5
S22526018,5,5
S22360808,7,7
S22375191,7,7
S22423465,7,7
S22391213,7,7
S22620850,6,6
S24100704,8,8
S22355983,24,24
S22226430,30,30
S22251355,5,5
S22250381,5,5
S22376553,37,37
S22254568,5,5
S22203513,5,5
S22254381,8,8
S22250741,3,3
S22254528,5,5
S22251349,5,5
S22224068,13,13
S22224566,23,23
S22251356,3,3
S22253222,3,3
S22224646,17,17
S22251364,8,8
S22251369,4,4
S22250156,8,8
S22250177,5,5
S22201025,5,5
S22224021,10,10
S22256523,21,21
S22254459,4,4
S22204771,8,8
S22250164,4,4
S22203587,4,4
S22239893,34,34
S22204725,9,9
S22250161,9,9
S53026088,10,10
S22254407,9,9
S22251367,9,9
S22204247,5,5
S22254588,5,5
S22250168,5,5
S22251371,5,5
S22250174,9,9
S22200675,9,9
S22251374,9,9
S22254388,7,7
S22251365,7,7
S22250158,7,7
S22254500,9,9
S22204741,7,7
S22254292,11,11
S22250150,11,11
S22250382,2,2
S22251360,11,11
S32555513,2,2
S22203148,2,2
S22249947,4,4
S22254375,4,4
S22250155,4,4
S22251363,4,4
S22205003,11,11
S22254559,2,2
S22250442,2,2
S22254599,2,2
S22250152,4,4
S22251350,4,4
S22202921,4,4
S22204976,4,4
S22251361,4,4
S22254351,4,4
S22254543,4,4
S22250384,4,4
S22250383,6,6
S22254474,7,7
S32555512,4,4
S22200355,7,7
S22254550,6,6
S22250380,5,5
S22254517,4,4
S22254580,5,5
S22202969,6,6
S22250176,4,4
S22200857,4,4
S22251358,5,5
S22251373,7,7
S22250172,7,7
S22251353,6,6
S22203524,5,5
S22254537,5,5
S22251352,5,5
S22250387,5,5
S22202815,5,5
S22200499,10,10
S22251351,10,10
S22254489,10,10
S22250173,10,10
S22201257,2,2
S22250178,2,2
S22254530,2,2
S22251348,2,2
S22251366,1,1
S22204728,1,1
S22254397,1,1
S22250160,1,1
S22254366,2,2
S22250166,1,1
S22254359,3,3
S22251344,2,2
S22254446,1,1
S22204891,3,3
S22250006,2,2
S22251362,3,3
S22250153,3,3
S22250151,2,2
S22250171,1,1
S22254439,1,1
S22251346,1,1
S22204702,1,1
S22431617,7,7
S22182653,5,5
S22481022,25,25
S22194801,26,26
S22254470,10,10
S22431556,6,6
S22480619,25,25
S22640269,6,6
S22521577,4,4
S22520558,4,4
S22538949,6,6
S22478169,30,30
S22480426,30,30
S22480201,30,30
S22738210,6,6
S22191314,3,3
S22482638,30,30
S22537971,6,6
S22601578,6,6
S22537335,6,6
S22498235,2,2
S22537495,7,7
S22640266,7,7
S22601899,7,7
S22117222,4,4
S22538938,7,7
S22282708,18,18
S22738185,7,7
S22191283,4,4
S22281124,26,26
S22537472,7,7
S22672680,20,20
S22537416,5,5
S22538946,5,5
S22537488,5,5
S22738205,5,5
S22226105,12,12
S22182909,3,3
S22310469,25,25
S38364605,17,17
S22500437,19,19
S22251048,12,12
S22225889,12,12
S22512373,18,18
S23725687,15,15
S23824545,16,16
S22182406,6,6
S22191045,3,3
S23649237,14,14
S22521583,5,5
S22520623,3,3
S22521424,3,3
S22520443,5,5
S22591282,7,7
S22568413,3,3
S22591274,3,3
S22498146,8,8
S22117032,11,11
S22568380,7,7
S22266256,6,6
S22498098,7,7
S22537490,3,3
S22538942,3,3
S22498181,3,3
S22537419,3,3
S22738196,3,3
S22225848,14,14
S22251044,14,14
S22251046,7,7
S22225980,7,7
S22191417,5,5
S22182807,6,6
S22182382,4,4
S22190138,3,3
S22190957,3,3
S22591261,3,3
S22591267,3,3
S22568430,3,3
S22568428,3,3
S22431183,1,1
S22226020,5,5
S22182858,6,6
S22190152,3,3
S22431561,3,3
S22480810,2,2
S22481024,2,2
S22117985,2,2
S22568418,4,4
S22591280,5,5
S22568395,5,5
S34891872,13,13
S34892675,12,12
S22993881,17,17
S33261206,28,28
S22181158,23,23
S34892501,10,10
S22248608,20,20
S34891838,10,10
S34892631,10,10
S22224721,17,17
S34893366,15,15
S22205063,23,23
S34892194,11,11
S34891909,10,10
S34892247,13,13
S34891893,11,11
S34891832,12,12
S22224716,17,17
S22245755,20,20
S34891828,15,15
S34892526,14,14
S22551302,11,11
S34891887,14,14
S34892163,15,15
S34891824,14,14
S34893309,14,14
S34891796,12,12
S22296756,10,10
S34891892,12,12
S22551671,20,20
S22295964,10,10
S22296666,10,10
S22431745,20,20
S34891812,14,14
S22121739,20,20
S22553927,18,18
S22138383,17,17
S42176003,20,20
S34891849,15,15
S22570955,17,17
S34892722,12,12
S34891800,10,10
S22205062,16,16
S22553924,18,18
S34892535,14,14
S22434403,20,20
S22607832,19,19
S22138368,14,14
S22296827,12,12
S34892728,10,10
S34892161,12,12
S34891836,10,10
S22296796,9,9
S34892496,10,10
S26211197,20,20
S22608940,19,19
S22608703,19,19
S22180983,16,16
S22296639,9,9
S34891794,19,19
S34891864,15,15
S34891902,13,13
S22608428,16,16
S22294016,8,8
S34910893,11,11
S22608921,11,11
S34891896,13,13
S34910992,13,13
S34891863,11,11
S34891835,10,10
S34891841,14,14
S26856021,11,11
S22610939,11,11
S34892682,11,11
S34891795,16,16
S34910878,15,15
S34892472,13,13
S34892625,10,10
S22443792,13,13
S34892241,8,8
S22608894,16,16
S34891891,11,11
S34892487,13,13
S34891862,18,18
S22551288,17,17
S22608146,11,11
S22339236,6,6
S34892650,14,14
S22178476,10,10
S22524696,5,5
S34891875,8,8
S22296558,8,8
S22296447,17,17
S34892049,19,19
S34910901,18,18
S22296594,13,13
S34910995,11,11
S34891905,11,11
S22169428,9,9
S34891819,13,13
S22608872,16,16
S34892159,16,16
S24797851,20,20
S34910971,8,8
S34892231,11,11
S34892310,13,13
S34892668,13,13
S34892280,12,12
S34892295,12,12
S34893419,10,10
S34893399,9,9
S34893383,9,9
S34891888,10,10
S34891885,13,13
S34891884,13,13
S34891858,12,12
S34892316,12,12
S34910963,7,7
S34891845,11,11
S34891859,12,12
S34891912,7,7
S34891809,8,8
S34891906,10,10
S34891851,12,12
S34891877,9,9
S34910940,10,10
S34891821,9,9
S34892672,11,11
S34891861,6,6
S34910959,6,6
S34891903,11,11
S22326826,12,12
S34891857,15,15
S22328207,12,12
S22569035,13,13
S22309154,11,11
S22326604,12,12
S34892275,15,15
S22392201,13,13
S22309354,11,11
S22294998,13,13
S22607136,13,13
S22153757,10,10
S22537848,10,10
S26855964,11,11
S22356177,8,8
S22524097,9,9
S26856096,5,5
S22551431,11,11
S22155111,8,8
S26855965,11,11
S22296488,13,13
S22119879,11,11
S22588820,10,10
S34892523,14,14
S34891886,14,14
S22462625,12,12
S22497362,14,14
S22551354,19,19
S22419209,12,12
S22496031,8,8
S26856053,6,6
S22571659,21,21
S34892517,12,12
S34891900,12,12
S22607682,13,13
S22608937,13,13
S22608706,13,13
S34891873,14,14
S22139158,10,10
S22252464,27,27
S22608917,14,14
S22191631,9,9
S22296857,8,8
S22509556,10,10
S22323393,12,12
S22622236,14,14
S22607938,14,14
S34893229,14,14
S22461278,11,11
S22520270,16,16
S22480074,23,23
S26856220,10,10
S26855963,10,10
S34891816,8,8
S34892590,8,8
S34892691,13,13
S22479686,12,12
S34891899,13,13
S22251720,8,8
S22608941,10,10
S34891898,5,5
S34892197,12,12
S34892674,11,11
S34892204,15,15
S34891907,7,7
S22567653,17,17
S34891854,9,9
S34910975,6,6
S34893274,9,9
S34892663,9,9
S34891813,10,10
S22224738,6,6
S22205077,17,17
S34891883,13,13
S22224997,12,12
S34891867,10,10
S34891829,8,8
S22404257,10,10
S34892628,11,11
S34893374,7,7
S34891915,6,6
S34891865,5,5
S34893321,16,16
S34892209,13,13
S34891897,8,8
S22118131,8,8
S22121224,9,9
S34892325,12,12
S34891799,13,13
S34891811,10,10
S34891908,11,11
S34892477,13,13
S34891914,9,9
S34892322,10,10
S34892338,9,9
S34893330,14,14
S22589274,9,9
S34891878,10,10
S34910989,8,8
S34910982,7,7
S34892217,13,13
S22170492,17,17
S22203826,7,7
S22205060,11,11
S22141142,23,23
S34892391,8,8
S34891801,17,17
S22295382,11,11
S34891793,7,7
S22224753,17,17
S34891833,8,8
S34892676,8,8
S34892469,11,11
S34891852,10,10
S22180793,11,11
S34892237,6,6
S34891814,11,11
S34891818,11,11
S34891840,5,5
S22180852,11,11
S22607871,10,10
S26856222,12,12
S22376864,10,10
S34893367,8,8
S34891797,12,12
S22224886,8,8
S34891911,9,9
S22224749,17,17
S22523524,7,7
S22117987,12,12
S34891866,8,8
S22462386,11,11
S34891901,8,8
S34891806,12,12
S22993879,17,17
S34891856,13,13
S34892320,10,10
S34892238,10,10
S22296225,5,5
S34891825,10,10
S34892570,11,11
S22338705,11,11
S34891842,9,9
S34892641,8,8
S34891826,14,14
S22608592,17,17
S34891890,11,11
S34891904,11,11
S34892619,6,6
S34891844,13,13
S22224708,9,9
S34891815,13,13
S22993880,6,6
S34891848,13,13
S34891837,11,11
S22154626,13,13
S34892553,10,10
S34893307,17,17
S22588507,8,8
S34892286,10,10
S22654122,7,7
S22430071,12,12
S22137882,11,11
S22167153,13,13
S22608909,7,7
S22170635,17,17
S26856050,11,11
S22296357,10,10
S34910965,5,5
S22159275,11,11
S22251543,8,8
S34891831,6,6
S34891846,6,6
S22205057,11,11
S22295997,8,8
S34892266,11,11
S22432225,10,10
S22622239,8,8
S34892268,13,13
S22550795,11,11
S34910935,7,7
S34891889,7,7
S22417841,10,10
S34910887,8,8
S34891882,9,9
S22296702,12,12
S26856051,7,7
S34891860,8,8
S34891827,13,13
S22121250,9,9
S22606795,8,8
S34892580,11,11
S22224735,6,6
S34893410,5,5
S34892504,10,10
S22220729,9,9
S34892717,11,11
S34893430,7,7
S34892249,13,13
S34891802,16,16
S22479392,16,16
S34893414,9,9
S34891847,10,10
S34910978,9,9
S22538530,9,9
S34891843,15,15
S34891807,11,11
S22608700,10,10
S34893359,13,13
S22476536,16,16
S22608284,7,7
S34892586,13,13
S22264737,11,11
S34892645,5,5
S22608925,17,17
S34891876,7,7
S34893325,10,10
S22141117,23,23
S34892456,8,8
S34891798,11,11
S34891913,9,9
S34910907,9,9
S34891810,8,8
S34892467,11,11
S22178288,6,6
S22608913,12,12
S22607975,12,12
S22205053,7,7
S34891874,10,10
S22622234,12,12
S22170629,15,15
S34893425,10,10
S22205071,11,11
S22180738,7,7
S22170031,11,11
S22170355,15,15
S22170624,11,11
S22205073,15,15
S34892713,8,8
S34891834,8,8
S34893370,7,7
S22445024,10,10
S34892213,11,11
S22481062,11,11
S22296282,7,7
S26856054,5,5
S26856055,10,10
S34891804,13,13
S34891830,7,7
S34892041,13,13
S34891879,11,11
S34891805,18,18
S22296938,1,1
S34892196,18,18
S26856221,12,12
S26856057,11,11
S26856049,9,9
S22294900,5,5
S26856183,5,5
S22295068,6,6
S26856056,9,9
S22295661,5,5
S26856224,8,8
S22294901,5,5
S26856185,9,9
S22295667,6,6
S26856184,6,6
S26856023,8,8
S34891792,8,8
S34892483,8,8
S26855960,5,5
S22170622,6,6
S34891839,9,9
S22205069,6,6
S34891820,11,11
S34891881,10,10
S34893393,11,11
S34891868,11,11
S34891853,7,7
S22169999,6,6
S34892636,9,9
S34892330,7,7
S22537862,7,7
S34891880,8,8
S34893224,10,10
S34892222,11,11
S22568337,8,8
S34893226,8,8
S26856095,7,7
S34891817,2,2
S26856223,7,7
S26856046,6,6
S34892594,2,2
S26856052,10,10
S34891894,11,11
S34910915,11,11
S22180686,10,10
S22205048,10,10
S34910985,9,9
S34891895,9,9
S34891823,7,7
S34892037,12,12
S34891803,12,12
S22553822,6,6
S34891855,10,10
S34893427,7,7
S34893230,10,10
S22296096,7,7
S34891822,11,11
S22431031,9,9
S34893402,11,11
S22551670,9,9
S22568409,7,7
S22140751,8,8
S22167356,10,10
S34892911,4,4
S34891850,4,4
S22140750,8,8
S34891808,7,7
S34910920,7,7
S26856047,7,7
S22445798,6,6
S22496199,6,6
S22199525,3,3
S22475665,2,2
S22410191,12,12
S22409784,15,15
S22409300,5,5
S22409994,5,5
S22409496,7,7
S22409373,10,10
S22569594,25,25
S51465555,9,9
S22137867,19,19
S22139219,16,16
S22138050,6,6
S22339264,25,25
S22249711,19,19
S22431304,6,6
S51545594,3,3
S22375848,14,14
S22523788,14,14
S22154552,13,13
S22480641,13,13
S22191599,12,12
S22445156,9,9
S22391627,13,13
S22587612,9,9
S22138739,8,8
